rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_ttvflag,pl_kepflag,st_dist,st_disterr1,st_disterr2,st_distlim,st_vj,st_vjerr,st_vjlim,st_vjblend,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffblend,st_mass,st_masserr1,st_masserr2,st_masslim,st_massblend,st_rad,st_raderr1,st_raderr2,st_radlim,st_radblend,hd_name,hip_name
1435,Kepler-383,c,Transit,2,31.20075100,0.00035400,-0.00035400,0,0.172000,,,0,,,,,,,,,,,,,0.111,0.044,-0.044,0,,,,,,,,,0,1,,,,,,,,,4710.00,200.00,-200.00,0,0,0.6700,,,0,0,0.67,0.27,-0.27,0,0,,
1436,Kepler-384,b,Transit,2,22.59705300,0.00024300,-0.00024300,0,0.148000,,,0,,,,,,,,,,,,,0.100,0.029,-0.029,0,,,,,,,,,0,1,,,,,,,,,5577.00,145.00,-145.00,0,0,0.7600,,,0,0,0.88,0.25,-0.25,0,0,,
1437,Kepler-384,c,Transit,2,45.34826900,0.00077900,-0.00077900,0,0.236000,,,0,,,,,,,,,,,,,0.101,0.029,-0.029,0,,,,,,,,,0,1,,,,,,,,,5577.00,145.00,-145.00,0,0,0.7600,,,0,0,0.88,0.25,-0.25,0,0,,
1438,Kepler-385,b,Transit,2,10.04368600,0.00012800,-0.00012800,0,0.097000,,,0,,,,,,,,,,,,,0.244,0.123,-0.123,0,,,,,,,,,0,1,,,,,,,,,6326.00,250.00,-250.00,0,0,1.0900,,,0,0,1.13,0.56,-0.56,0,0,,
1439,Kepler-385,c,Transit,2,15.16316100,0.00026900,-0.00026900,0,0.127000,,,0,,,,,,,,,,,,,0.271,0.139,-0.139,0,,,,,,,,,0,1,,,,,,,,,6326.00,250.00,-250.00,0,0,1.0900,,,0,0,1.13,0.56,-0.56,0,0,,
1440,Kepler-386,b,Transit,2,12.31043000,0.00021800,-0.00021800,0,0.096000,,,0,,,,,,,,,,,,,0.124,0.073,-0.073,0,,,,,,,,,0,1,,,,,,,,,5178.00,200.00,-200.00,0,0,0.7400,,,0,0,0.77,0.43,-0.43,0,0,,
1441,Kepler-386,c,Transit,2,25.19345800,0.00034200,-0.00034200,0,0.155000,,,0,,,,,,,,,,,,,0.141,0.079,-0.079,0,,,,,,,,,0,1,,,,,,,,,5178.00,200.00,-200.00,0,0,0.7400,,,0,0,0.77,0.43,-0.43,0,0,,
1442,Kepler-387,b,Transit,2,6.79163600,0.00009400,-0.00009400,0,0.068000,,,0,,,,,,,,,,,,,0.092,0.021,-0.021,0,,,,,,,,,0,1,,,,,,,,,5774.00,154.00,-154.00,0,0,1.0300,,,0,0,1.05,0.24,-0.24,0,0,,
1443,Kepler-387,c,Transit,2,11.83754900,0.00032900,-0.00032900,0,0.098000,,,0,,,,,,,,,,,,,0.079,0.020,-0.020,0,,,,,,,,,0,1,,,,,,,,,5774.00,154.00,-154.00,0,0,1.0300,,,0,0,1.05,0.24,-0.24,0,0,,
1444,Kepler-388,b,Transit,2,3.17331500,0.00001800,-0.00001800,0,0.036000,,,0,,,,,,,,,,,,,0.072,0.009,-0.009,0,,,,,,,,,0,1,,,,,,,,,4498.00,200.00,-200.00,0,0,0.5900,,,0,0,0.59,0.07,-0.07,0,0,,
1445,Kepler-388,c,Transit,2,13.29700400,0.00018500,-0.00018500,0,0.093000,,,0,,,,,,,,,,,,,0.077,0.010,-0.010,0,,,,,,,,,0,1,,,,,,,,,4498.00,200.00,-200.00,0,0,0.5900,,,0,0,0.59,0.07,-0.07,0,0,,
1446,Kepler-389,b,Transit,2,3.24410700,0.00003000,-0.00003000,0,0.041000,,,0,,,,,,,,,,,,,0.135,0.069,-0.069,0,,,,,,,,,0,1,,,,,,,,,5376.00,250.00,-250.00,0,0,0.7800,,,0,0,0.79,0.40,-0.40,0,0,,
1447,Kepler-389,c,Transit,2,14.51143000,0.00030500,-0.00030500,0,0.110000,,,0,,,,,,,,,,,,,0.130,0.067,-0.067,0,,,,,,,,,0,1,,,,,,,,,5376.00,250.00,-250.00,0,0,0.7800,,,0,0,0.79,0.40,-0.40,0,0,,
1448,Kepler-39,b,Transit,1,21.08721000,0.00003700,-0.00003700,0,0.164000,0.003000,-0.003000,0,0.112000,0.057000,-0.057000,0,20.10000,1.30000,-1.30000,0,,,,,1.240,0.090,-0.100,0,13.00000,3.00000,-2.20000,0,89.070,0.220,-0.220,0,0,1,1200.00,250.00,-250.00,0,14.460,,0,0,6350.00,100.00,-100.00,0,0,1.2900,0.0600,-0.0700,0,0,1.40,0.10,-0.10,0,0,,
1449,Kepler-390,b,Transit,2,6.73808800,0.00006700,-0.00006700,0,0.065000,,,0,,,,,,,,,,,,,0.073,0.006,-0.006,0,,,,,,,,,0,1,,,,,,,,,5166.00,100.00,-100.00,0,0,0.6700,,,0,0,0.78,0.05,-0.05,0,0,,
1450,Kepler-390,c,Transit,2,13.06002200,0.00025700,-0.00025700,0,0.101000,,,0,,,,,,,,,,,,,0.070,0.007,-0.007,0,,,,,,,,,0,1,,,,,,,,,5166.00,100.00,-100.00,0,0,0.6700,,,0,0,0.78,0.05,-0.05,0,0,,
1451,Kepler-391,b,Transit,2,7.41675500,0.00012900,-0.00012900,0,0.082000,,,0,,,,,,,,,,,,,0.285,0.070,-0.070,0,,,,,,,,,0,1,,,,,,,,,4940.00,100.00,-100.00,0,0,1.2200,,,0,0,3.57,0.85,-0.85,0,0,,
1452,Kepler-391,c,Transit,2,20.48543500,0.00039300,-0.00039300,0,0.161000,,,0,,,,,,,,,,,,,0.316,0.077,-0.077,0,,,,,,,,,0,1,,,,,,,,,4940.00,100.00,-100.00,0,0,1.2200,,,0,0,3.57,0.85,-0.85,0,0,,
1453,Kepler-392,b,Transit,2,5.34185300,0.00005500,-0.00005500,0,0.059000,,,0,,,,,,,,,,,,,0.089,0.019,-0.019,0,,,,,,,,,0,1,,,,,,,,,5938.00,226.00,-226.00,0,0,1.1300,,,0,0,1.13,0.23,-0.23,0,0,,
1454,Kepler-392,c,Transit,2,10.42311800,0.00008700,-0.00008700,0,0.093000,,,0,,,,,,,,,,,,,0.098,0.021,-0.021,0,,,,,,,,,0,1,,,,,,,,,5938.00,226.00,-226.00,0,0,1.1300,,,0,0,1.13,0.23,-0.23,0,0,,
1455,Kepler-393,b,Transit,2,9.18241700,0.00009600,-0.00009600,0,0.091000,,,0,,,,,,,,,,,,,0.115,0.022,-0.022,0,,,,,,,,,0,1,,,,,,,,,6189.00,100.00,-100.00,0,0,1.3200,,,0,0,1.38,0.26,-0.26,0,0,,
1456,Kepler-393,c,Transit,2,14.61361200,0.00023100,-0.00023100,0,0.124000,,,0,,,,,,,,,,,,,0.119,0.028,-0.028,0,,,,,,,,,0,1,,,,,,,,,6189.00,100.00,-100.00,0,0,1.3200,,,0,0,1.38,0.26,-0.26,0,0,,
1457,Kepler-394,b,Transit,2,8.00501300,0.00009000,-0.00009000,0,0.083000,,,0,,,,,,,,,,,,,0.143,0.073,-0.073,0,,,,,,,,,0,1,,,,,,,,,6402.00,200.00,-200.00,0,0,1.1100,,,0,0,1.13,0.58,-0.58,0,0,,
1458,Kepler-394,c,Transit,2,12.13068600,0.00018000,-0.00018000,0,0.110000,,,0,,,,,,,,,,,,,0.148,0.077,-0.077,0,,,,,,,,,0,1,,,,,,,,,6402.00,200.00,-200.00,0,0,1.1100,,,0,0,1.13,0.58,-0.58,0,0,,
1459,Kepler-395,b,Transit,2,7.05434600,0.00007000,-0.00007000,0,0.061000,,,0,,,,,,,,,,,,,0.092,0.007,-0.007,0,,,,,,,,,0,1,,,,,,,,,4262.00,100.00,-100.00,0,0,0.5300,,,0,0,0.56,0.02,-0.02,0,0,,
1460,Kepler-395,c,Transit,2,34.98926200,0.00054300,-0.00054300,0,0.177000,,,0,,,,,,,,,,,,,0.118,0.008,-0.008,0,,,,,,,,,0,1,,,,,,,,,4262.00,100.00,-100.00,0,0,0.5300,,,0,0,0.56,0.02,-0.02,0,0,,
1461,Kepler-396,b,Transit,2,42.99400000,,,0,,,,,,,,,0.23800,0.03700,-0.01800,0,,,,,0.312,0.114,-0.058,0,,,,,,,,,1,1,,,,,,,,,5384.00,,,0,0,0.8500,0.1300,-0.0600,0,0,1.06,0.39,-0.20,0,0,,
1462,Kepler-396,c,Transit,2,88.50500000,,,0,,,,,,,,,0.05600,0.00900,-0.00400,0,,,,,0.473,0.174,-0.088,0,,,,,,,,,1,1,,,,,,,,,5384.00,,,0,0,0.8500,0.1300,-0.0600,0,0,1.06,0.39,-0.20,0,0,,
1463,Kepler-397,b,Transit,2,22.25094900,0.00018600,-0.00018600,0,0.144000,,,0,,,,,,,,,,,,,0.219,1.902,-1.902,0,,,,,,,,,0,1,,,,,,,,,5307.00,100.00,-100.00,0,0,,,,,,0.77,0.07,-0.07,0,0,,
1464,Kepler-397,c,Transit,2,135.49852700,0.00066800,-0.00066800,0,0.480000,,,0,,,,,,,,,,,,,0.551,0.050,-0.050,0,,,,,,,,,0,1,,,,,,,,,5307.00,100.00,-100.00,0,0,,,,,,0.77,0.07,-0.07,0,0,,
1465,Kepler-398,b,Transit,2,4.08142300,0.00001100,-0.00001100,0,0.044000,,,0,,,,,,,,,,,,,0.083,0.009,-0.009,0,,,,,,,,,0,1,,,,,,,,,4493.00,100.00,-100.00,0,0,,,,,,0.61,0.03,-0.03,0,0,,
1466,Kepler-398,c,Transit,2,11.41941200,0.00004700,-0.00004700,0,0.087000,,,0,,,,,,,,,,,,,0.090,0.010,-0.010,0,,,,,,,,,0,1,,,,,,,,,4493.00,100.00,-100.00,0,0,,,,,,0.61,0.03,-0.03,0,0,,
1467,Kepler-399,b,Transit,3,14.42528100,0.00014400,-0.00014400,0,0.103000,,,0,,,,,,,,,,,,,0.086,0.045,-0.045,0,,,,,,,,,0,1,,,,,,,,,5502.00,200.00,-200.00,0,0,,,,,,0.68,0.36,-0.36,0,0,,
1468,Kepler-399,c,Transit,3,26.67569000,0.00017100,-0.00017100,0,0.155000,,,0,,,,,,,,,,,,,0.128,0.069,-0.069,0,,,,,,,,,0,1,,,,,,,,,5502.00,200.00,-200.00,0,0,,,,,,0.68,0.36,-0.36,0,0,,
1469,Kepler-399,d,Transit,3,58.03461600,0.00036300,-0.00036300,0,0.261000,,,0,,,,,,,,,,,,,0.169,0.090,-0.090,0,,,,,,,,,0,1,,,,,,,,,5502.00,200.00,-200.00,0,0,,,,,,0.68,0.36,-0.36,0,0,,
1470,Kepler-4,b,Transit,1,3.21346000,0.00022000,-0.00022000,0,0.045600,0.000900,-0.000900,0,0.000000,,,0,0.07700,0.01200,-0.01200,0,,,,,0.357,0.019,-0.019,0,1.91000,0.36000,-0.47000,0,89.760,0.240,-2.050,0,0,1,550.00,80.00,-80.00,0,12.700,0.422,0,0,5857.00,120.00,-120.00,0,0,1.2230,0.0530,-0.0910,0,0,1.49,0.07,-0.08,0,0,,
1471,Kepler-40,b,Transit,1,6.87349000,0.00064000,-0.00064000,0,0.080000,0.003000,-0.003000,0,0.000000,,,0,2.20000,0.40000,-0.40000,0,,,,,1.170,0.040,-0.040,0,1.68000,0.53000,-0.43000,0,89.700,0.300,-0.100,0,0,1,2700.00,200.00,-200.00,0,,,,,6510.00,100.00,-100.00,0,0,1.4800,0.0600,-0.0600,0,0,2.13,0.06,-0.06,0,0,,
1472,Kepler-400,b,Transit,2,9.02438900,0.00003400,-0.00003400,0,0.087000,,,0,,,,,,,,,,,,,0.147,0.027,-0.027,0,,,,,,,,,0,1,,,,,,,,,5886.00,100.00,-100.00,0,0,,,,,,1.15,0.21,-0.21,0,0,,
1473,Kepler-400,c,Transit,2,17.34082400,0.00010000,-0.00010000,0,0.134000,,,0,,,,,,,,,,,,,0.133,0.025,-0.025,0,,,,,,,,,0,1,,,,,,,,,5886.00,100.00,-100.00,0,0,,,,,,1.15,0.21,-0.21,0,0,,
1474,Kepler-401,b,Transit,2,14.38303500,0.00021100,-0.00021100,0,0.122000,,,0,,,,,,,,,,,,,0.153,0.036,-0.036,0,,,,,,,,,0,1,,,,,,,,,6117.00,100.00,-100.00,0,0,,,,,,1.33,0.24,-0.24,0,0,,
1475,Kepler-401,c,Transit,2,47.31821800,0.00069500,-0.00069500,0,0.269000,,,0,,,,,,,,,,,,,0.192,0.036,-0.036,0,,,,,,,,,0,1,,,,,,,,,6117.00,100.00,-100.00,0,0,,,,,,1.33,0.24,-0.24,0,0,,
1476,Kepler-402,b,Transit,4,4.02875100,0.00001900,-0.00001900,0,0.051000,,,0,,,,,,,,,,,,,0.109,0.021,-0.021,0,,,,,,,,,0,1,,,,,,,,,6090.00,120.00,-120.00,0,0,,,,,,1.26,0.24,-0.24,0,0,,
1477,Kepler-402,c,Transit,4,6.12482100,0.00002600,-0.00002600,0,0.068000,,,0,,,,,,,,,,,,,0.139,0.031,-0.031,0,,,,,,,,,0,1,,,,,,,,,6090.00,120.00,-120.00,0,0,,,,,,1.26,0.24,-0.24,0,0,,
1478,Kepler-402,d,Transit,4,8.92109900,0.00005600,-0.00005600,0,0.087000,,,0,,,,,,,,,,,,,0.123,0.024,-0.024,0,,,,,,,,,0,1,,,,,,,,,6090.00,120.00,-120.00,0,0,,,,,,1.26,0.24,-0.24,0,0,,
1479,Kepler-402,e,Transit,4,11.24286100,0.00005900,-0.00005900,0,0.102000,,,0,,,,,,,,,,,,,0.130,0.026,-0.026,0,,,,,,,,,0,1,,,,,,,,,6090.00,120.00,-120.00,0,0,,,,,,1.26,0.24,-0.24,0,0,,
1480,Kepler-403,b,Transit,2,7.03146200,0.00005100,-0.00005100,0,0.076000,,,0,,,,,,,,,,,,,0.112,0.020,-0.020,0,,,,,,,,,0,1,,,,,,,,,6090.00,100.00,-100.00,0,0,,,,,,1.33,0.24,-0.24,0,0,,
1481,Kepler-403,c,Transit,2,54.28074900,0.00056200,-0.00056200,0,0.297000,,,0,,,,,,,,,,,,,0.156,0.029,-0.029,0,,,,,,,,,0,1,,,,,,,,,6090.00,100.00,-100.00,0,0,,,,,,1.33,0.24,-0.24,0,0,,
1482,Kepler-404,b,Transit,2,11.82985100,0.00020900,-0.00020900,0,0.102000,,,0,,,,,,,,,,,,,0.113,0.049,-0.049,0,,,,,,,,,0,1,,,,,,,,,5654.00,200.00,-200.00,0,0,,,,,,0.88,0.33,-0.33,0,0,,
1483,Kepler-404,c,Transit,2,14.75116600,0.00026100,-0.00026100,0,0.118000,,,0,,,,,,,,,,,,,0.153,0.076,-0.076,0,,,,,,,,,0,1,,,,,,,,,5654.00,200.00,-200.00,0,0,,,,,,0.88,0.33,-0.33,0,0,,
1484,Kepler-405,b,Transit,2,10.61383900,0.00011100,-0.00011100,0,0.095000,,,0,,,,,,,,,,,,,0.186,0.088,-0.088,0,,,,,,,,,0,1,,,,,,,,,5818.00,250.00,-250.00,0,0,,,,,,0.89,0.42,-0.42,0,0,,
1485,Kepler-405,c,Transit,2,29.72668200,0.01147700,-0.01147700,0,0.188000,,,0,,,,,,,,,,,,,0.416,2.378,-2.378,0,,,,,,,,,0,1,,,,,,,,,5818.00,250.00,-250.00,0,0,,,,,,0.89,0.42,-0.42,0,0,,
1486,Kepler-406,b,Transit,2,2.42629000,,,0,,,,,,,,,0.02000,0.00400,-0.00400,0,,,,,0.128,0.003,-0.003,0,11.82000,2.70000,-2.70000,0,,,,,0,1,,,,,,,,,5538.00,75.00,-75.00,0,0,1.0700,0.0600,-0.0600,0,0,1.07,0.02,-0.02,0,0,,
1487,Kepler-406,c,Transit,2,4.62332000,,,0,,,,,,,,,0.00900,0.00600,-0.00600,0,,,,,0.076,0.003,-0.003,0,24.39000,16.13000,-16.13000,0,,,,,0,1,,,,,,,,,5538.00,75.00,-75.00,0,0,1.0700,0.0600,-0.0600,0,0,1.07,0.02,-0.02,0,0,,
1488,Kepler-407,b,Transit,2,0.66931000,,,0,,,,,,,,,0.00020,0.00380,-0.00380,0,,,,,0.095,0.002,-0.002,0,0.29000,5.70000,-5.70000,0,,,,,0,1,,,,,,,,,5476.00,75.00,-75.00,0,0,1.0000,0.0600,-0.0600,0,0,1.01,0.07,-0.07,0,0,,
1489,Kepler-407,c,Radial Velocity,2,3000.00000000,500.00000000,-500.00000000,0,,,,,,,,,12.60000,6.30000,-6.30000,0,,,,,,,,,,,,,,,,,0,1,,,,,,,,,5476.00,75.00,-75.00,0,0,1.0000,0.0600,-0.0600,0,0,1.01,0.07,-0.07,0,0,,
1490,Kepler-408,b,Transit,1,2.46502000,,,0,,,,,,,,,0.00200,0.01000,-0.01000,0,,,,,0.073,0.003,-0.003,0,4.42000,29.82000,-29.82000,0,,,,,0,1,,,,,,,,,6104.00,74.00,-74.00,0,0,1.0800,0.0700,-0.0700,0,0,1.23,0.03,-0.03,0,0,,
1491,Kepler-409,b,Transit,1,68.95840000,,,0,,,,,,,,,0.00800,0.02000,-0.02000,0,,,,,0.106,0.003,-0.003,0,8.88000,20.60000,-20.60000,0,,,,,0,1,,,,,,,,,5460.00,75.00,-75.00,0,0,0.9200,0.0600,-0.0600,0,0,0.89,0.02,-0.02,0,0,,
1492,Kepler-41,b,Transit,1,1.85555820,0.00000052,-0.00000052,0,0.031010,0.000400,-0.000400,0,0.000000,,,0,0.56000,0.08000,-0.08000,0,,,,,1.290,0.020,-0.020,0,0.33000,0.04000,-0.04000,0,82.510,0.090,-0.090,0,0,1,770.00,100.00,-100.00,0,,,,,5750.00,100.00,-100.00,0,0,1.1500,0.0400,-0.0400,0,0,1.29,0.02,-0.02,0,0,,
1493,Kepler-410 A,b,Transit,1,17.83364800,0.00005400,-0.00005400,0,0.122600,0.004700,-0.004700,0,0.170000,0.100000,-0.050000,0,,,,,,,,,0.253,0.005,-0.005,0,,,,,87.720,0.130,-0.150,0,0,1,132.00,6.90,-6.90,0,,,,,6273.00,140.00,-140.00,0,0,1.2140,0.0330,-0.0330,0,0,1.35,0.01,-0.01,0,0,,
1494,Kepler-411,b,Transit,1,3.00516000,0.00001000,-0.00001000,0,0.038000,0.001000,-0.001000,0,0.000000,0.350000,0.000000,0,,,,,,,,,0.168,0.018,-0.018,0,,,,,88.270,1.730,-1.830,0,0,1,,,,,,,,,4974.00,46.00,-51.00,0,0,0.8300,0.0400,-0.1000,0,0,0.79,0.07,-0.06,0,0,,
1495,Kepler-412,b,Transit,1,1.72086123,0.00000005,-0.00000005,0,0.029590,0.000780,-0.000780,0,0.003800,0.008700,-0.003200,0,0.93900,0.08500,-0.08500,0,,,,,1.325,0.043,-0.043,0,0.50100,0.05100,-0.05100,0,80.890,0.200,-0.200,0,0,1,1056.00,36.00,-36.00,0,13.730,0.240,0,0,5750.00,90.00,-90.00,0,0,1.1670,0.0910,-0.0910,0,0,1.29,0.04,-0.04,0,0,,
1496,Kepler-413,b,Transit,1,66.26200000,0.02400000,-0.02100000,0,0.355300,0.002000,-0.001800,0,0.118100,0.001800,-0.001700,0,0.21100,0.06900,-0.06600,0,,,,,0.388,0.009,-0.009,0,3.20000,1.00000,-1.00000,0,89.929,0.024,-0.016,0,0,1,,,,,,,,,4700.00,,,0,0,0.8200,0.0150,-0.0140,0,0,0.78,0.01,-0.01,0,0,,
1497,Kepler-414,b,Transit Timing Variations,2,4.70000000,,,0,,,,,,,,,0.01100,0.01100,-0.00900,0,,,,,0.153,0.028,-0.012,0,,,,,,,,,1,1,,,,,,,,,,,,,0,0.8900,,,0,0,0.95,,,0,0,,
1498,Kepler-414,c,Transit Timing Variations,2,7.17100000,,,0,,,,,,,,,0.09400,0.03900,-0.03300,0,,,,,0.269,0.048,-0.022,0,,,,,,,,,1,1,,,,,,,,,,,,,0,0.8900,,,0,0,0.95,,,0,0,,
1499,Kepler-415,b,Transit Timing Variations,2,4.17600000,,,0,,,,,,,,,0.37700,0.32100,-0.27500,0,,,,,0.108,0.012,-0.009,0,,,,,,,,,1,1,,,,,,,,,,,,,0,0.6700,,,0,0,0.64,,,0,0,,
1500,Kepler-415,c,Transit Timing Variations,2,8.70800000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,0,0.6700,,,0,0,0.64,,,0,0,,
1501,Kepler-416,b,Transit Timing Variations,2,6.31900000,,,0,,,,,,,,,0.18300,0.16800,-0.12400,0,,,,,0.221,0.088,-0.029,0,,,,,,,,,1,1,,,,,,,,,,,,,0,1.0000,,,0,0,1.07,,,0,0,,
1502,Kepler-416,c,Transit Timing Variations,2,12.20900000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,0,1.0000,,,0,0,1.07,,,0,0,,
1503,Kepler-417,b,Transit Timing Variations,2,12.33100000,,,0,,,,,,,,,0.03500,0.02900,-0.02500,0,,,,,0.206,0.077,-0.015,0,,,,,,,,,1,1,,,,,,,,,,,,,0,0.9000,,,0,0,0.81,,,0,0,,
1504,Kepler-417,c,Transit Timing Variations,2,15.94300000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,0,0.9000,,,0,0,0.81,,,0,0,,
1505,Kepler-418,b,Transit,1,86.67856000,0.00007000,-0.00007000,0,,,,,0.200000,0.110000,-0.110000,0,1.10000,,,1,,,,,1.200,0.160,-0.160,0,,,,,89.952,0.041,-0.041,0,0,1,,,,,,,,,5820.00,100.00,-100.00,0,0,0.9800,0.0800,-0.0800,0,0,1.09,0.14,-0.14,0,0,,
1506,Kepler-419,b,Transit,2,69.75460000,0.00070000,-0.00090000,0,0.370000,0.007000,-0.006000,0,0.833000,0.013000,-0.013000,0,2.50000,0.30000,-0.30000,0,,,,,0.960,0.120,-0.120,0,,,,,88.950,0.140,-0.170,0,1,1,,,,,,,,,6430.00,79.00,-79.00,0,0,1.3900,0.0800,-0.0700,0,0,1.74,0.07,-0.07,0,0,,
1507,Kepler-419,c,Transit Timing Variations,2,675.47000000,0.11000000,-0.11000000,0,1.680000,0.030000,-0.030000,0,0.184000,0.002000,-0.002000,0,7.30000,0.40000,-0.40000,0,,,,,,,,,,,,,88.000,3.000,-2.000,0,0,1,,,,,,,,,6430.00,79.00,-79.00,0,0,1.3900,0.0800,-0.0700,0,0,1.74,0.07,-0.07,0,0,,
1508,Kepler-42,b,Transit,3,1.21376720,0.00000460,-0.00000460,0,0.011600,,,0,,,,,,,,,,,,,0.070,0.020,-0.020,0,,,,,,,,,0,1,38.70,6.30,-6.30,0,16.124,0.055,0,0,3068.00,174.00,-174.00,0,0,0.1300,0.0500,-0.0500,0,0,0.17,0.04,-0.04,0,0,,
1509,Kepler-42,c,Transit,3,0.45328509,0.00000097,-0.00000097,0,0.006000,,,0,,,,,,,,,,,,,0.065,0.018,-0.018,0,,,,,,,,,0,1,38.70,6.30,-6.30,0,16.124,0.055,0,0,3068.00,174.00,-174.00,0,0,0.1300,0.0500,-0.0500,0,0,0.17,0.04,-0.04,0,0,,
1510,Kepler-42,d,Transit,3,1.86516900,0.00001400,-0.00001400,0,0.015400,,,0,,,,,,,,,,,,,0.051,0.016,-0.016,0,,,,,,,,,0,1,38.70,6.30,-6.30,0,16.124,0.055,0,0,3068.00,174.00,-174.00,0,0,0.1300,0.0500,-0.0500,0,0,0.17,0.04,-0.04,0,0,,
1511,Kepler-420,b,Transit,1,86.64766100,0.00003400,-0.00003400,0,0.382000,0.006000,-0.006000,0,0.772000,0.045000,-0.045000,0,1.45000,0.35000,-0.35000,0,,,,,0.940,0.120,-0.120,0,2.10000,1.20000,-1.20000,0,89.660,0.240,-0.380,0,0,1,900.00,110.00,-110.00,0,14.867,0.062,0,0,5520.00,80.00,-80.00,0,0,0.9900,0.0500,-0.0500,0,0,1.13,0.14,-0.14,0,0,,
1512,Kepler-421,b,Transit,1,704.19840000,0.00160000,-0.00160000,0,1.219000,0.089000,-0.089000,0,0.041000,0.095000,-0.034000,0,,,,,,,,,0.371,0.017,-0.014,0,,,,,89.965,0.024,-0.031,0,0,1,320.00,20.00,-20.00,0,,,,,5308.00,50.00,-50.00,0,0,0.7940,0.0300,-0.0300,0,0,0.76,0.03,-0.03,0,0,,
1513,Kepler-422,b,Transit,1,7.89144830,0.00000050,-0.00000051,0,0.082000,0.011000,-0.010000,0,,,,,0.43000,0.13000,-0.13000,0,,,,,1.150,0.110,-0.110,0,0.38000,0.11000,-0.11000,0,,,,,0,1,,,,,,,,,5972.00,84.00,-84.00,0,0,1.1500,0.0600,-0.0600,0,0,1.24,0.12,-0.12,0,0,,
1514,Kepler-423,b,Transit,1,2.68432850,0.00000007,-0.00000007,0,0.035850,0.000520,-0.001140,0,0.019000,0.028000,-0.014000,0,0.59500,0.08100,-0.08100,0,,,,,1.192,0.052,-0.052,0,0.45900,0.08300,-0.08300,0,87.828,0.126,-0.126,0,0,1,725.00,75.00,-75.00,0,,,,,5560.00,80.00,-80.00,0,0,0.8500,0.0400,-0.0400,0,0,0.95,0.04,-0.04,0,0,,
1515,Kepler-424,b,Transit,2,3.31186440,0.00000039,-0.00000039,0,0.044000,0.005000,-0.004000,0,,,,,1.03000,0.13000,-0.13000,0,,,,,0.890,0.080,-0.060,0,1.94000,0.25000,-0.25000,0,,,,,0,1,,,,,,,,,5460.00,81.00,-81.00,0,0,1.0100,0.0540,-0.0540,0,0,0.94,0.06,-0.06,0,0,,
1516,Kepler-424,c,Radial Velocity,2,223.30000000,2.10000000,-2.10000000,0,0.730000,0.080000,-0.070000,0,,,,,,,,,6.97000,0.62000,-0.62000,0,,,,,,,,,,,,,0,1,,,,,,,,,5460.00,81.00,-81.00,0,0,1.0100,0.0540,-0.0540,0,0,0.94,0.06,-0.06,0,0,,
1517,Kepler-425,b,Transit,1,3.79701816,0.00000019,-0.00000019,0,0.046400,0.000800,-0.000800,0,0.330000,,,1,0.25000,0.08000,-0.08000,0,,,,,0.978,0.022,-0.022,0,0.27000,0.07000,-0.07000,0,87.020,0.080,-0.080,0,0,1,650.00,20.00,-20.00,0,14.970,0.040,0,0,5170.00,70.00,-70.00,0,0,0.9300,0.0500,-0.0500,0,0,0.86,0.02,-0.02,0,0,,
1518,Kepler-426,b,Transit,1,3.21751883,0.00000019,-0.00000019,0,0.041400,0.001000,-0.001000,0,0.180000,,,1,0.34000,0.08000,-0.08000,0,,,,,1.090,0.030,-0.030,0,0.26000,0.06000,-0.06000,0,85.740,0.060,-0.060,0,0,1,880.00,30.00,-30.00,0,15.073,0.013,0,0,5725.00,90.00,-90.00,0,0,0.9100,0.0600,-0.0600,0,0,0.92,0.02,-0.02,0,0,,
1519,Kepler-427,b,Transit,1,10.29099400,0.00000110,-0.00000110,0,0.091000,0.010000,-0.010000,0,0.570000,,,1,0.29000,0.09000,-0.09000,0,,,,,1.230,0.210,-0.210,0,0.16000,0.14000,-0.14000,0,89.500,0.450,-0.450,0,0,1,1100.00,150.00,-150.00,0,14.420,0.020,0,0,5800.00,70.00,-70.00,0,0,0.9600,0.0600,-0.0600,0,0,1.35,0.20,-0.20,0,0,,
